merchant_code,week,denominator_status_complete,orders_row_exists,order_count,sales_qty,page_result_reason
2024100613+2025081405+2025081001,2026-08-16..2026-08-23,1,1,555,566.0000,aggregate_row
2024100613+2025081405+2025081001,2026-08-23..2026-08-30,1,1,142,142.0000,aggregate_row
2024100613+2025081405+2025081001,2026-08-30..2026-09-06,1,1,22,22.0000,aggregate_row
2024100613+2025081405+2025081001,2026-09-06..2026-09-13,1,1,20,20.0000,aggregate_row
2024100842,2026-08-09..2026-08-16,1,1,27,27.0000,aggregate_row
2024100842,2026-08-16..2026-08-23,1,1,16,16.0000,aggregate_row
2024100842,2026-08-23..2026-08-30,1,1,17,17.0000,aggregate_row
2024100842,2026-08-30..2026-09-06,1,1,25,25.0000,aggregate_row
2024100842,2026-09-06..2026-09-13,1,1,37,37.0000,aggregate_row
2024100843,2026-08-09..2026-08-16,1,1,35,35.0000,aggregate_row
2024100843,2026-08-16..2026-08-23,1,1,44,44.0000,aggregate_row
2024100843,2026-08-23..2026-08-30,1,1,47,47.0000,aggregate_row
2024100843,2026-08-30..2026-09-06,1,1,86,86.0000,aggregate_row
2024100843,2026-09-06..2026-09-13,1,1,208,208.0000,aggregate_row
2024100844,2026-08-09..2026-08-16,1,1,7,7.0000,aggregate_row
2024100844,2026-08-16..2026-08-23,1,1,5,5.0000,aggregate_row
2024100844,2026-08-23..2026-08-30,1,1,3,3.0000,aggregate_row
2024100844,2026-08-30..2026-09-06,1,1,19,19.0000,aggregate_row
2024100844,2026-09-06..2026-09-13,1,1,16,16.0000,aggregate_row
2024100845,2026-08-09..2026-08-16,1,1,6,6.0000,aggregate_row
2024100845,2026-08-16..2026-08-23,1,1,6,8.0000,aggregate_row
2024100845,2026-08-23..2026-08-30,1,1,8,8.0000,aggregate_row
2024100845,2026-08-30..2026-09-06,1,1,13,13.0000,aggregate_row
2024100845,2026-09-06..2026-09-13,1,1,21,26.0000,aggregate_row
2024102168,2026-08-09..2026-08-16,1,0,,,verified_zero
2024102168,2026-08-16..2026-08-23,1,1,1,2.0000,aggregate_row
2024102168,2026-08-23..2026-08-30,1,0,,,verified_zero
2024102168,2026-08-30..2026-09-06,1,1,1,1.0000,aggregate_row
2024102168,2026-09-06..2026-09-13,1,0,,,verified_zero
2024111102,2026-08-09..2026-08-16,1,1,6,6.0000,aggregate_row
2024111102,2026-08-16..2026-08-23,1,1,7,7.0000,aggregate_row
2024111102,2026-08-23..2026-08-30,1,1,5,5.0000,aggregate_row
2024111102,2026-08-30..2026-09-06,1,1,6,6.0000,aggregate_row
2024111102,2026-09-06..2026-09-13,1,1,11,11.0000,aggregate_row
2024111319,2026-08-09..2026-08-16,1,1,2,2.0000,aggregate_row
2024111319,2026-08-16..2026-08-23,1,1,1,1.0000,aggregate_row
2024111319,2026-08-23..2026-08-30,1,0,,,verified_zero
2024111319,2026-08-30..2026-09-06,1,1,1,1.0000,aggregate_row
2024111319,2026-09-06..2026-09-13,1,0,,,verified_zero
2024121114,2026-08-09..2026-08-16,1,1,3,3.0000,aggregate_row
2024121114,2026-08-16..2026-08-23,1,1,1,1.0000,aggregate_row
2024121114,2026-08-23..2026-08-30,1,1,2,2.0000,aggregate_row
2024121114,2026-08-30..2026-09-06,1,1,4,4.0000,aggregate_row
2024121114,2026-09-06..2026-09-13,1,1,5,5.0000,aggregate_row
2024122114,2026-08-09..2026-08-16,1,1,46,48.0000,aggregate_row
2024122114,2026-08-16..2026-08-23,1,1,49,49.0000,aggregate_row
2024122114,2026-08-23..2026-08-30,1,1,15,16.0000,aggregate_row
2024122114,2026-08-30..2026-09-06,1,1,16,16.0000,aggregate_row
2024122114,2026-09-06..2026-09-13,1,1,24,26.0000,aggregate_row
2024122115,2026-08-09..2026-08-16,1,1,142,152.0000,aggregate_row
2024122115,2026-08-16..2026-08-23,1,1,78,82.0000,aggregate_row
2024122115,2026-08-23..2026-08-30,1,1,50,53.0000,aggregate_row
2024122115,2026-08-30..2026-09-06,1,1,38,39.0000,aggregate_row
2024122115,2026-09-06..2026-09-13,1,1,39,42.0000,aggregate_row
2024122116,2026-08-09..2026-08-16,1,1,57,59.0000,aggregate_row
2024122116,2026-08-16..2026-08-23,1,1,43,44.0000,aggregate_row
2024122116,2026-08-23..2026-08-30,1,1,21,21.0000,aggregate_row
2024122116,2026-08-30..2026-09-06,1,1,23,23.0000,aggregate_row
2024122116,2026-09-06..2026-09-13,1,1,27,28.0000,aggregate_row
2024122117,2026-08-09..2026-08-16,1,1,17,18.0000,aggregate_row
2024122117,2026-08-16..2026-08-23,1,1,11,11.0000,aggregate_row
2024122117,2026-08-23..2026-08-30,1,1,6,6.0000,aggregate_row
2024122117,2026-08-30..2026-09-06,1,1,8,8.0000,aggregate_row
2024122117,2026-09-06..2026-09-13,1,1,6,6.0000,aggregate_row
2024122118,2026-08-09..2026-08-16,1,1,17,17.0000,aggregate_row
2024122118,2026-08-16..2026-08-23,1,1,15,15.0000,aggregate_row
2024122118,2026-08-23..2026-08-30,1,1,13,13.0000,aggregate_row
2024122118,2026-08-30..2026-09-06,1,1,14,14.0000,aggregate_row
2024122118,2026-09-06..2026-09-13,1,1,8,8.0000,aggregate_row
2024122119,2026-08-09..2026-08-16,1,1,163,163.0000,aggregate_row
2024122119,2026-08-16..2026-08-23,1,1,156,158.0000,aggregate_row
2024122119,2026-08-23..2026-08-30,1,1,126,128.0000,aggregate_row
2024122119,2026-08-30..2026-09-06,1,1,80,80.0000,aggregate_row
2024122119,2026-09-06..2026-09-13,1,1,73,74.0000,aggregate_row
2024122120,2026-08-09..2026-08-16,1,1,27,27.0000,aggregate_row
2024122120,2026-08-16..2026-08-23,1,1,16,16.0000,aggregate_row
2024122120,2026-08-23..2026-08-30,1,1,11,11.0000,aggregate_row
2024122120,2026-08-30..2026-09-06,1,1,16,16.0000,aggregate_row
2024122120,2026-09-06..2026-09-13,1,1,17,17.0000,aggregate_row
2024122121,2026-08-09..2026-08-16,1,1,24,28.0000,aggregate_row
2024122121,2026-08-16..2026-08-23,1,1,19,20.0000,aggregate_row
2024122121,2026-08-23..2026-08-30,1,1,16,20.0000,aggregate_row
2024122121,2026-08-30..2026-09-06,1,1,17,18.0000,aggregate_row
2024122121,2026-09-06..2026-09-13,1,1,17,19.0000,aggregate_row
2024122705,2026-08-09..2026-08-16,1,1,26,26.0000,aggregate_row
2024122705,2026-08-16..2026-08-23,1,1,10,11.0000,aggregate_row
2024122705,2026-08-23..2026-08-30,1,1,13,13.0000,aggregate_row
2024122705,2026-08-30..2026-09-06,1,1,13,13.0000,aggregate_row
2024122705,2026-09-06..2026-09-13,1,1,38,38.0000,aggregate_row
2024122708,2026-08-09..2026-08-16,1,1,18,18.0000,aggregate_row
2024122708,2026-08-16..2026-08-23,1,1,15,15.0000,aggregate_row
2024122708,2026-08-23..2026-08-30,1,1,7,7.0000,aggregate_row
2024122708,2026-08-30..2026-09-06,1,1,11,11.0000,aggregate_row
2024122708,2026-09-06..2026-09-13,1,1,21,21.0000,aggregate_row
2025020503,2026-08-09..2026-08-16,1,1,35,37.0000,aggregate_row
2025020503,2026-08-16..2026-08-23,1,1,31,32.0000,aggregate_row
2025020503,2026-08-23..2026-08-30,1,1,6,6.0000,aggregate_row
2025020503,2026-08-30..2026-09-06,1,1,9,9.0000,aggregate_row
2025020503,2026-09-06..2026-09-13,1,1,2,2.0000,aggregate_row
2025020504,2026-08-09..2026-08-16,1,1,10,10.0000,aggregate_row
2025020504,2026-08-16..2026-08-23,1,1,7,7.0000,aggregate_row
2025020504,2026-08-23..2026-08-30,1,1,2,2.0000,aggregate_row
2025020504,2026-08-30..2026-09-06,1,1,1,1.0000,aggregate_row
2025020504,2026-09-06..2026-09-13,1,1,5,5.0000,aggregate_row
2025020506,2026-08-09..2026-08-16,1,1,27,27.0000,aggregate_row
2025020506,2026-08-16..2026-08-23,1,1,13,13.0000,aggregate_row
2025020506,2026-08-23..2026-08-30,1,1,5,5.0000,aggregate_row
2025020506,2026-08-30..2026-09-06,1,0,,,verified_zero
2025020506,2026-09-06..2026-09-13,1,1,4,4.0000,aggregate_row
2025020507,2026-08-09..2026-08-16,1,1,7,7.0000,aggregate_row
2025020507,2026-08-16..2026-08-23,1,1,6,6.0000,aggregate_row
2025020507,2026-08-23..2026-08-30,1,1,1,1.0000,aggregate_row
2025020507,2026-08-30..2026-09-06,1,1,2,3.0000,aggregate_row
2025020507,2026-09-06..2026-09-13,1,0,,,verified_zero
2025020509,2026-08-09..2026-08-16,1,1,15,15.0000,aggregate_row
2025020509,2026-08-16..2026-08-23,1,1,18,20.0000,aggregate_row
2025020509,2026-08-23..2026-08-30,1,1,4,5.0000,aggregate_row
2025020509,2026-08-30..2026-09-06,1,1,4,4.0000,aggregate_row
2025020509,2026-09-06..2026-09-13,1,1,4,4.0000,aggregate_row
2025020511,2026-08-09..2026-08-16,1,1,163,164.0000,aggregate_row
2025020511,2026-08-16..2026-08-23,1,1,128,129.0000,aggregate_row
2025020511,2026-08-23..2026-08-30,1,1,41,46.0000,aggregate_row
2025020511,2026-08-30..2026-09-06,1,1,26,26.0000,aggregate_row
2025020511,2026-09-06..2026-09-13,1,1,30,30.0000,aggregate_row
2025020512,2026-08-09..2026-08-16,1,1,41,41.0000,aggregate_row
2025020512,2026-08-16..2026-08-23,1,1,37,37.0000,aggregate_row
2025020512,2026-08-23..2026-08-30,1,1,13,13.0000,aggregate_row
2025020512,2026-08-30..2026-09-06,1,1,7,7.0000,aggregate_row
2025020512,2026-09-06..2026-09-13,1,1,7,7.0000,aggregate_row
2025020513,2026-08-09..2026-08-16,1,1,81,82.0000,aggregate_row
2025020513,2026-08-16..2026-08-23,1,1,43,43.0000,aggregate_row
2025020513,2026-08-23..2026-08-30,1,1,20,21.0000,aggregate_row
2025020513,2026-08-30..2026-09-06,1,1,16,16.0000,aggregate_row
2025020513,2026-09-06..2026-09-13,1,1,10,10.0000,aggregate_row
2025020514,2026-08-09..2026-08-16,1,1,16,16.0000,aggregate_row
2025020514,2026-08-16..2026-08-23,1,1,11,11.0000,aggregate_row
2025020514,2026-08-23..2026-08-30,1,1,1,1.0000,aggregate_row
2025020514,2026-08-30..2026-09-06,1,1,5,5.0000,aggregate_row
2025020514,2026-09-06..2026-09-13,1,1,3,3.0000,aggregate_row
2025020704,2026-08-09..2026-08-16,1,1,13,14.0000,aggregate_row
2025020704,2026-08-16..2026-08-23,1,1,9,10.0000,aggregate_row
2025020704,2026-08-23..2026-08-30,1,1,3,3.0000,aggregate_row
2025020704,2026-08-30..2026-09-06,1,1,8,9.0000,aggregate_row
2025020704,2026-09-06..2026-09-13,1,1,8,9.0000,aggregate_row
2025021308,2026-08-09..2026-08-16,1,1,30,30.0000,aggregate_row
2025021308,2026-08-16..2026-08-23,1,1,32,32.0000,aggregate_row
2025021308,2026-08-23..2026-08-30,1,1,36,36.0000,aggregate_row
2025021308,2026-08-30..2026-09-06,1,1,27,27.0000,aggregate_row
2025021308,2026-09-06..2026-09-13,1,1,37,38.0000,aggregate_row
2025021308*2,2026-08-09..2026-08-16,1,1,1352,1358.0000,aggregate_row
2025021308*2,2026-08-16..2026-08-23,1,1,1199,1220.0000,aggregate_row
2025021308*2,2026-08-23..2026-08-30,1,1,731,749.0000,aggregate_row
2025021308*2,2026-08-30..2026-09-06,1,1,537,540.0000,aggregate_row
2025021308*2,2026-09-06..2026-09-13,1,1,731,733.0000,aggregate_row
2025021308*3,2026-08-09..2026-08-16,1,1,98,98.0000,aggregate_row
2025021308*3,2026-08-16..2026-08-23,1,1,88,88.0000,aggregate_row
2025021308*3,2026-08-23..2026-08-30,1,1,81,81.0000,aggregate_row
2025021308*3,2026-08-30..2026-09-06,1,1,76,76.0000,aggregate_row
2025021308*3,2026-09-06..2026-09-13,1,1,82,82.0000,aggregate_row
2025021308*5,2026-08-09..2026-08-16,1,1,1343,1405.0000,aggregate_row
2025021308*5,2026-08-16..2026-08-23,1,1,1191,1239.0000,aggregate_row
2025021308*5,2026-08-23..2026-08-30,1,1,977,1033.0000,aggregate_row
2025021308*5,2026-08-30..2026-09-06,1,1,694,724.0000,aggregate_row
2025021308*5,2026-09-06..2026-09-13,1,1,896,927.0000,aggregate_row
2025021308*7,2026-08-09..2026-08-16,1,1,96,99.0000,aggregate_row
2025021308*7,2026-08-16..2026-08-23,1,1,72,76.0000,aggregate_row
2025021308*7,2026-08-23..2026-08-30,1,1,49,52.0000,aggregate_row
2025021308*7,2026-08-30..2026-09-06,1,1,75,80.0000,aggregate_row
2025021308*7,2026-09-06..2026-09-13,1,1,68,68.0000,aggregate_row
2025021308*9,2026-08-09..2026-08-16,1,1,58,65.0000,aggregate_row
2025021308*9,2026-08-16..2026-08-23,1,1,33,34.0000,aggregate_row
2025021308*9,2026-08-23..2026-08-30,1,1,30,34.0000,aggregate_row
2025021308*9,2026-08-30..2026-09-06,1,1,29,33.0000,aggregate_row
2025021308*9,2026-09-06..2026-09-13,1,1,39,45.0000,aggregate_row
2025031201,2026-08-09..2026-08-16,1,1,33,33.0000,aggregate_row
2025031201,2026-08-16..2026-08-23,1,1,21,21.0000,aggregate_row
2025031201,2026-08-23..2026-08-30,1,1,31,31.0000,aggregate_row
2025031201,2026-08-30..2026-09-06,1,1,40,42.0000,aggregate_row
2025031201,2026-09-06..2026-09-13,1,1,32,32.0000,aggregate_row
2025031202,2026-08-09..2026-08-16,1,1,160,160.0000,aggregate_row
2025031202,2026-08-16..2026-08-23,1,1,102,106.0000,aggregate_row
2025031202,2026-08-23..2026-08-30,1,1,111,111.0000,aggregate_row
2025031202,2026-08-30..2026-09-06,1,1,124,124.0000,aggregate_row
2025031202,2026-09-06..2026-09-13,1,1,128,129.0000,aggregate_row
2025031203,2026-08-09..2026-08-16,1,1,78,79.0000,aggregate_row
2025031203,2026-08-16..2026-08-23,1,1,45,45.0000,aggregate_row
2025031203,2026-08-23..2026-08-30,1,1,69,71.0000,aggregate_row
2025031203,2026-08-30..2026-09-06,1,1,60,60.0000,aggregate_row
2025031203,2026-09-06..2026-09-13,1,1,77,78.0000,aggregate_row
2025031204,2026-08-09..2026-08-16,1,1,50,50.0000,aggregate_row
2025031204,2026-08-16..2026-08-23,1,1,29,33.0000,aggregate_row
2025031204,2026-08-23..2026-08-30,1,1,38,44.0000,aggregate_row
2025031204,2026-08-30..2026-09-06,1,1,31,31.0000,aggregate_row
2025031204,2026-09-06..2026-09-13,1,1,37,37.0000,aggregate_row
2025031205,2026-08-09..2026-08-16,1,1,18,18.0000,aggregate_row
2025031205,2026-08-16..2026-08-23,1,1,11,11.0000,aggregate_row
2025031205,2026-08-23..2026-08-30,1,1,14,14.0000,aggregate_row
2025031205,2026-08-30..2026-09-06,1,1,18,18.0000,aggregate_row
2025031205,2026-09-06..2026-09-13,1,1,15,15.0000,aggregate_row
2025031206,2026-08-09..2026-08-16,1,1,279,356.0000,aggregate_row
2025031206,2026-08-16..2026-08-23,1,1,253,313.0000,aggregate_row
2025031206,2026-08-23..2026-08-30,1,1,275,328.0000,aggregate_row
2025031206,2026-08-30..2026-09-06,1,1,335,451.0000,aggregate_row
2025031206,2026-09-06..2026-09-13,1,1,305,389.0000,aggregate_row
2025031305,2026-08-09..2026-08-16,1,1,513,541.0000,aggregate_row
2025031305,2026-08-16..2026-08-23,1,1,384,410.0000,aggregate_row
2025031305,2026-08-23..2026-08-30,1,1,389,421.0000,aggregate_row
2025031305,2026-08-30..2026-09-06,1,1,324,351.0000,aggregate_row
2025031305,2026-09-06..2026-09-13,1,1,370,389.0000,aggregate_row
2025031501*2,2026-08-09..2026-08-16,1,1,3,4.0000,aggregate_row
2025031501*2,2026-08-16..2026-08-23,1,1,7,8.0000,aggregate_row
2025031501*2,2026-08-23..2026-08-30,1,1,6,6.0000,aggregate_row
2025031501*2,2026-08-30..2026-09-06,1,1,7,8.0000,aggregate_row
2025031501*2,2026-09-06..2026-09-13,1,1,8,10.0000,aggregate_row
2025031501*4,2026-08-09..2026-08-16,1,1,3,7.0000,aggregate_row
2025031501*4,2026-08-16..2026-08-23,1,1,2,2.0000,aggregate_row
2025031501*4,2026-08-23..2026-08-30,1,1,3,4.0000,aggregate_row
2025031501*4,2026-08-30..2026-09-06,1,1,6,8.0000,aggregate_row
2025031501*4,2026-09-06..2026-09-13,1,1,1,3.0000,aggregate_row
2025032428,2026-08-09..2026-08-16,1,1,258,260.0000,aggregate_row
2025032428,2026-08-16..2026-08-23,1,1,199,219.0000,aggregate_row
2025032428,2026-08-23..2026-08-30,1,1,137,139.0000,aggregate_row
2025032428,2026-08-30..2026-09-06,1,1,120,122.0000,aggregate_row
2025032428,2026-09-06..2026-09-13,1,1,103,106.0000,aggregate_row
2025032428*2,2026-08-09..2026-08-16,1,1,37,39.0000,aggregate_row
2025032428*2,2026-08-16..2026-08-23,1,1,30,31.0000,aggregate_row
2025032428*2,2026-08-23..2026-08-30,1,1,12,13.0000,aggregate_row
2025032428*2,2026-08-30..2026-09-06,1,1,13,14.0000,aggregate_row
2025032428*2,2026-09-06..2026-09-13,1,1,20,21.0000,aggregate_row
2025032513,2026-08-09..2026-08-16,1,1,27,27.0000,aggregate_row
2025032513,2026-08-16..2026-08-23,1,1,31,31.0000,aggregate_row
2025032513,2026-08-23..2026-08-30,1,1,35,35.0000,aggregate_row
2025032513,2026-08-30..2026-09-06,1,1,30,30.0000,aggregate_row
2025032513,2026-09-06..2026-09-13,1,1,53,53.0000,aggregate_row
2025032517,2026-08-09..2026-08-16,1,1,3,3.0000,aggregate_row
2025032517,2026-08-16..2026-08-23,1,1,3,3.0000,aggregate_row
2025032517,2026-08-23..2026-08-30,1,1,1,1.0000,aggregate_row
2025032517,2026-08-30..2026-09-06,1,1,2,2.0000,aggregate_row
2025032517,2026-09-06..2026-09-13,1,1,4,4.0000,aggregate_row
2025041501*2,2026-08-09..2026-08-16,1,1,39,39.0000,aggregate_row
2025041501*2,2026-08-16..2026-08-23,1,1,28,28.0000,aggregate_row
2025041501*2,2026-08-23..2026-08-30,1,1,45,46.0000,aggregate_row
2025041501*2,2026-08-30..2026-09-06,1,1,50,50.0000,aggregate_row
2025041501*2,2026-09-06..2026-09-13,1,1,55,55.0000,aggregate_row
2025041501*2+2025061101*2,2026-08-09..2026-08-16,1,1,2912,2915.0000,aggregate_row
2025041501*2+2025061101*2,2026-08-16..2026-08-23,1,1,1825,1825.0000,aggregate_row
2025041501*2+2025061101*2,2026-08-23..2026-08-30,1,1,1630,1633.0000,aggregate_row
2025041501*2+2025061101*2,2026-08-30..2026-09-06,1,1,3715,3717.0000,aggregate_row
2025041501*2+2025061101*2,2026-09-06..2026-09-13,1,1,4487,4489.0000,aggregate_row
2025041501*2+2025061101*2+2025081001,2026-08-09..2026-08-16,1,1,704,704.0000,aggregate_row
2025041501*2+2025061101*2+2025081001,2026-08-16..2026-08-23,1,1,558,559.0000,aggregate_row
2025041501*2+2025061101*2+2025081001,2026-08-23..2026-08-30,1,1,698,699.0000,aggregate_row
2025041501*2+2025061101*2+2025081001,2026-08-30..2026-09-06,1,1,1284,1284.0000,aggregate_row
2025041501*2+2025061101*2+2025081001,2026-09-06..2026-09-13,1,1,1253,1253.0000,aggregate_row
2025041501*2+2026022601*2,2026-08-09..2026-08-16,1,1,2540,2547.0000,aggregate_row
2025041501*2+2026022601*2,2026-08-16..2026-08-23,1,1,1661,1661.0000,aggregate_row
2025041501*2+2026022601*2,2026-08-23..2026-08-30,1,1,1796,1798.0000,aggregate_row
2025041501*2+2026022601*2,2026-08-30..2026-09-06,1,1,2144,2146.0000,aggregate_row
2025041501*2+2026022601*2,2026-09-06..2026-09-13,1,1,2260,2264.0000,aggregate_row
2025041501*2+2026022601*2+22173*2+刷子+金锣,2026-08-09..2026-08-16,1,1,16,16.0000,aggregate_row
2025041501*2+2026022601*2+22173*2+刷子+金锣,2026-08-16..2026-08-23,1,1,7,7.0000,aggregate_row
2025041501*2+2026022601*2+22173*2+刷子+金锣,2026-08-23..2026-08-30,1,1,7,7.0000,aggregate_row
2025041501*2+2026022601*2+22173*2+刷子+金锣,2026-08-30..2026-09-06,1,1,12,13.0000,aggregate_row
2025041501*2+2026022601*2+22173*2+刷子+金锣,2026-09-06..2026-09-13,1,1,17,17.0000,aggregate_row
2025041501*2+2026022601*2+2300201,2026-08-09..2026-08-16,1,1,174,174.0000,aggregate_row
2025041501*2+2026022601*2+2300201,2026-08-16..2026-08-23,1,1,67,67.0000,aggregate_row
2025041501*2+2026022601*2+2300201,2026-08-23..2026-08-30,1,1,66,66.0000,aggregate_row
2025041501*2+2026022601*2+2300201,2026-08-30..2026-09-06,1,1,88,88.0000,aggregate_row
2025041501*2+2026022601*2+2300201,2026-09-06..2026-09-13,1,1,114,114.0000,aggregate_row
2025041501*2+2026022601*3,2026-08-09..2026-08-16,1,1,1415,1417.0000,aggregate_row
2025041501*2+2026022601*3,2026-08-16..2026-08-23,1,1,1650,1657.0000,aggregate_row
2025041501*2+2026022601*3,2026-08-23..2026-08-30,1,1,1821,1836.0000,aggregate_row
2025041501*2+2026022601*3,2026-08-30..2026-09-06,1,1,4112,4160.0000,aggregate_row
2025041501*2+2026022601*3,2026-09-06..2026-09-13,1,1,3393,3435.0000,aggregate_row
2025041501*2+2026022601*3+22173*2+刷子+金锣,2026-08-09..2026-08-16,1,1,38,38.0000,aggregate_row
2025041501*2+2026022601*3+22173*2+刷子+金锣,2026-08-16..2026-08-23,1,1,46,46.0000,aggregate_row
2025041501*2+2026022601*3+22173*2+刷子+金锣,2026-08-23..2026-08-30,1,1,28,28.0000,aggregate_row
2025041501*2+2026022601*3+22173*2+刷子+金锣,2026-08-30..2026-09-06,1,1,65,65.0000,aggregate_row
2025041501*2+2026022601*3+22173*2+刷子+金锣,2026-09-06..2026-09-13,1,1,102,103.0000,aggregate_row
2025041501*2+2026022601*3+22173+1肠+1刷,2026-08-09..2026-08-16,1,1,15,15.0000,aggregate_row
2025041501*2+2026022601*3+22173+1肠+1刷,2026-08-16..2026-08-23,1,1,17,17.0000,aggregate_row
2025041501*2+2026022601*3+22173+1肠+1刷,2026-08-23..2026-08-30,1,1,28,29.0000,aggregate_row
2025041501*2+2026022601*3+22173+1肠+1刷,2026-08-30..2026-09-06,1,1,32,32.0000,aggregate_row
2025041501*2+2026022601*3+22173+1肠+1刷,2026-09-06..2026-09-13,1,1,23,23.0000,aggregate_row
2025041501*2+2026022601*4,2026-08-09..2026-08-16,1,1,91,91.0000,aggregate_row
2025041501*2+2026022601*4,2026-08-16..2026-08-23,1,1,300,300.0000,aggregate_row
2025041501*2+2026022601*4,2026-08-23..2026-08-30,1,1,99,99.0000,aggregate_row
2025041501*2+2026022601*4,2026-08-30..2026-09-06,1,1,1615,1635.0000,aggregate_row
2025041501*2+2026022601*4,2026-09-06..2026-09-13,1,1,1493,1507.0000,aggregate_row
2025041501*2+2026022601*4+22173*3+2025*2,2026-08-09..2026-08-16,1,0,,,verified_zero
2025041501*2+2026022601*4+22173*3+2025*2,2026-08-16..2026-08-23,1,0,,,verified_zero
2025041501*2+2026022601*4+22173*3+2025*2,2026-08-23..2026-08-30,1,1,1,2.0000,aggregate_row
2025041501*2+2026022601*4+22173*3+2025*2,2026-08-30..2026-09-06,1,0,,,verified_zero
2025041501*2+2026022601*4+22173*3+2025*2,2026-09-06..2026-09-13,1,0,,,verified_zero
2025041501*2+2026022601*5,2026-08-09..2026-08-16,1,1,159,159.0000,aggregate_row
2025041501*2+2026022601*5,2026-08-16..2026-08-23,1,1,167,167.0000,aggregate_row
2025041501*2+2026022601*5,2026-08-23..2026-08-30,1,1,167,167.0000,aggregate_row
2025041501*2+2026022601*5,2026-08-30..2026-09-06,1,1,94,94.0000,aggregate_row
2025041501*2+2026022601*5,2026-09-06..2026-09-13,1,1,68,68.0000,aggregate_row
2025041501*3+2025061101*3,2026-08-09..2026-08-16,1,1,12983,13012.0000,aggregate_row
2025041501*3+2025061101*3,2026-08-16..2026-08-23,1,1,7222,7246.0000,aggregate_row
2025041501*3+2025061101*3,2026-08-23..2026-08-30,1,1,7034,7045.0000,aggregate_row
2025041501*3+2025061101*3,2026-08-30..2026-09-06,1,1,15581,15614.0000,aggregate_row
2025041501*3+2025061101*3,2026-09-06..2026-09-13,1,1,20489,20533.0000,aggregate_row
2025041501*3+2025061101*3+2025081001,2026-08-09..2026-08-16,1,1,3391,3398.0000,aggregate_row
2025041501*3+2025061101*3+2025081001,2026-08-16..2026-08-23,1,1,2873,2878.0000,aggregate_row
2025041501*3+2025061101*3+2025081001,2026-08-23..2026-08-30,1,1,3904,3908.0000,aggregate_row
2025041501*3+2025061101*3+2025081001,2026-08-30..2026-09-06,1,1,6917,6925.0000,aggregate_row
2025041501*3+2025061101*3+2025081001,2026-09-06..2026-09-13,1,1,6542,6551.0000,aggregate_row
2025041501*3+2025061101*3+22173+2300201,2026-08-09..2026-08-16,1,1,16,16.0000,aggregate_row
2025041501*3+2025061101*3+22173+2300201,2026-08-16..2026-08-23,1,1,15,15.0000,aggregate_row
2025041501*3+2025061101*3+22173+2300201,2026-08-23..2026-08-30,1,1,25,25.0000,aggregate_row
2025041501*3+2025061101*3+22173+2300201,2026-08-30..2026-09-06,1,1,38,38.0000,aggregate_row
2025041501*3+2025061101*3+22173+2300201,2026-09-06..2026-09-13,1,1,62,62.0000,aggregate_row
2025041501*3+2026022601*3,2026-08-09..2026-08-16,1,1,2347,2359.0000,aggregate_row
2025041501*3+2026022601*3,2026-08-16..2026-08-23,1,1,1585,1598.0000,aggregate_row
2025041501*3+2026022601*3,2026-08-23..2026-08-30,1,1,1719,1729.0000,aggregate_row
2025041501*3+2026022601*3,2026-08-30..2026-09-06,1,1,1909,1921.0000,aggregate_row
2025041501*3+2026022601*3,2026-09-06..2026-09-13,1,1,2216,2231.0000,aggregate_row
2025041501*3+2026022601*3+2025051701*3,2026-08-09..2026-08-16,1,1,10,10.0000,aggregate_row
2025041501*3+2026022601*3+2025051701*3,2026-08-16..2026-08-23,1,1,5,5.0000,aggregate_row
2025041501*3+2026022601*3+2025051701*3,2026-08-23..2026-08-30,1,1,9,9.0000,aggregate_row
2025041501*3+2026022601*3+2025051701*3,2026-08-30..2026-09-06,1,1,3,3.0000,aggregate_row
2025041501*3+2026022601*3+2025051701*3,2026-09-06..2026-09-13,1,1,5,5.0000,aggregate_row
2025041501*3+2026022601*3+22173*3+1701*3,2026-08-09..2026-08-16,1,1,7,7.0000,aggregate_row
2025041501*3+2026022601*3+22173*3+1701*3,2026-08-16..2026-08-23,1,1,2,2.0000,aggregate_row
2025041501*3+2026022601*3+22173*3+1701*3,2026-08-23..2026-08-30,1,1,10,10.0000,aggregate_row
2025041501*3+2026022601*3+22173*3+1701*3,2026-08-30..2026-09-06,1,1,7,7.0000,aggregate_row
2025041501*3+2026022601*3+22173*3+1701*3,2026-09-06..2026-09-13,1,1,11,11.0000,aggregate_row
2025041501*3+2026022601*3+22173*9+2300201,2026-08-09..2026-08-16,1,1,3,3.0000,aggregate_row
2025041501*3+2026022601*3+22173*9+2300201,2026-08-16..2026-08-23,1,0,,,verified_zero
2025041501*3+2026022601*3+22173*9+2300201,2026-08-23..2026-08-30,1,0,,,verified_zero
2025041501*3+2026022601*3+22173*9+2300201,2026-08-30..2026-09-06,1,1,1,1.0000,aggregate_row
2025041501*3+2026022601*3+22173*9+2300201,2026-09-06..2026-09-13,1,0,,,verified_zero
2025041501*3+2026022601*4+22173*3+刷1,2026-08-09..2026-08-16,1,1,20,26.0000,aggregate_row
2025041501*3+2026022601*4+22173*3+刷1,2026-08-16..2026-08-23,1,1,22,22.0000,aggregate_row
2025041501*3+2026022601*4+22173*3+刷1,2026-08-23..2026-08-30,1,1,20,20.0000,aggregate_row
